id,coddep,coddist,codprov,nombrecapital,nombreubigeo
1,01,00,00,Bagua,Amazonas
2,01,00,01,Chachapoyas,Chachapoyas
3,01,01,01,Chachapoyas,Chachapoyas
4,01,02,01,Asuncion,Asuncion
5,01,03,01,Balsas,Balsas
6,01,04,01,Cheto,Cheto
7,01,05,01,Chiliquin,Chiliquin
8,01,06,01,Chuquibamba,Chuquibamba
9,01,07,01,Granada,Granada
10,01,08,01,Huancas,Huancas
11,01,09,01,La Jalca,La Jalca
12,01,10,01,Leimebamba,Leimebamba
13,01,11,01,Levanto,Levanto
14,01,12,01,Magdalena,Magdalena
15,01,13,01,Duraznopampa,Mariscal Castilla
16,01,14,01,Molinopampa,Molinopampa
17,01,15,01,Montevideo,Montevideo
18,01,16,01,Olleros,Olleros
19,01,17,01,Quinjalca,Quinjalca
20,01,18,01,Daguas,San Francisco de Daguas
21,01,19,01,Maino,San Isidro de Maino
22,01,20,01,Soloco,Soloco
23,01,21,01,San Juan de Sonche,Sonche
24,01,00,02,Bagua,Bagua
25,01,01,02,Bagua,La Peca
26,01,02,02,Aramango,Aramango
27,01,03,02,Copallin,Copallin
28,01,04,02,El Parco,El Parco
29,01,05,02,Chiriaco,Imaza
30,01,00,03,Jumbilla,Bongara
31,01,01,03,Jumbilla,Jumbilla
32,01,02,03,Corosha,Corosha
33,01,03,03,Cuispes,Cuispes
34,01,04,03,Chisquilla,Chisquilla
35,01,05,03,Churuja,Churuja
36,01,06,03,Florida,Florida
37,01,07,03,Recta,Recta
38,01,08,03,San Carlos,San Carlos
39,01,09,03,Shipasbamba,Shipasbamba
40,01,10,03,Valera,Valera
41,01,11,03,Yambrasbamba,Yambrasbamba
42,01,12,03,Pedro Ruiz Gallo,Jazan
43,01,00,04,Santa Maria de Nieva,Condorcanqui
44,01,01,04,Santa Maria de Nieva,Nieva
45,01,02,04,Huampami,El Cenepa
46,01,03,04,Puerto Galilea,Rio Santiago
47,01,00,05,Lamud,Luya
48,01,01,05,Lamud,Lamud
49,01,02,05,Camporredondo,Camporredondo
50,01,03,05,Cocabamba,Cocabamba
51,01,04,05,Colcamar,Colcamar
52,01,05,05,Cohechan,Conila
53,01,06,05,Inguilpata,Inguilpata
54,01,07,05,Longuita,Longuita
55,01,08,05,Lonya Chico,Lonya Chico
56,01,09,05,Luya,Luya
57,01,10,05,Luya Viejo,Luya Viejo
58,01,11,05,Maria,Maria
59,01,12,05,Ocalli,Ocalli
60,01,13,05,Collonce,Ocumal
61,01,14,05,Yomblon,Pisuquia
62,01,15,05,Providencia,Providencia
63,01,16,05,Olto,San Cristobal
64,01,17,05,San Francisco del Yeso,San Francisco del Yeso
65,01,18,05,Paclas,San Jeronimo
66,01,19,05,San Juan de Lopecancha,San Juan de Lopecancha
67,01,20,05,Santa Catalina,Santa Catalina
68,01,21,05,Santo Tomas,Santo Tomas
69,01,22,05,Tingo,Tingo
70,01,23,05,Trita,Trita
71,01,00,06,Mendoza,Rodriguez de Mendoza
72,01,01,06,Mendoza,San Nicolas
73,01,02,06,Chirimoto,Chirimoto
74,01,03,06,Cochamal,Cochamal
75,01,04,06,Huambo,Huambo
76,01,05,06,Limabamba,Limabamba
77,01,06,06,Longar,Longar
78,01,07,06,Mariscal Benavides,Mariscal Benavides
79,01,08,06,Milpuc,Milpuc
80,01,09,06,Omia,Omia
81,01,10,06,Santa Rosa de Huayabamba,Santa Rosa
82,01,11,06,Totora,Totora
83,01,12,06,Vista Alegre,Vista Alegre
84,01,00,07,Bagua Grande,Utcubamba
85,01,01,07,Bagua Grande,Bagua Grande
86,01,02,07,Cajaruro,Cajaruro
87,01,03,07,Cumba,Cumba
88,01,04,07,El Milagro,El Milagro
89,01,05,07,Jamalca,Jamalca
90,01,06,07,Lonya Grande,Lonya Grande
91,01,07,07,Yamon,Yamon
92,02,00,00,Huaraz,Ancash
93,02,00,01,Huaraz,Huaraz
94,02,01,01,Huaraz,Huaraz
95,02,02,01,Cochabamba,Cochabamba
96,02,03,01,Colcabamba,Colcabamba
97,02,04,01,Huanchay,Huanchay
98,02,05,01,Centenario,Independencia
99,02,06,01,Jangas,Jangas
100,02,07,01,Cajamarquilla,La Libertad
101,02,08,01,Olleros,Olleros
102,02,09,01,Pampas,Pampas
103,02,10,01,Pariacoto,Pariacoto
104,02,11,01,Pira,Pira
105,02,12,01,Tarica,Tarica
106,02,00,02,Aija,Aija
107,02,01,02,Aija,Aija
108,02,02,02,Coris,Coris
109,02,03,02,Huacllan,Huacllan
110,02,04,02,La Merced,La Merced
111,02,05,02,Succha,Succha
112,02,00,03,Llamellin,Antonio Raymondi
113,02,01,03,Llamellin,Llamellin
114,02,02,03,Aczo,Aczo
115,02,03,03,Chaccho,Chaccho
116,02,04,03,Chingas,Chingas
117,02,05,03,Mirgas,Mirgas
118,02,06,03,San Juan de Rontoy,San Juan de Rontoy
119,02,00,04,Chacas,Asuncion
120,02,01,04,Chacas,Chacas
121,02,02,04,Acochaca,Acochaca
122,02,00,05,Chiquian,Bolognesi
123,02,01,05,Chiquian,Chiquian
124,02,02,05,Llaclla,Abelardo Pardo Lezameta
125,02,03,05,Raquia,Antonio Raymondi
126,02,04,05,Aquia,Aquia
127,02,05,05,Cajacay,Cajacay
128,02,06,05,Canis,Canis
129,02,07,05,Chasquitambo,Colquioc
130,02,08,05,Huallanca,Huallanca
131,02,09,05,Huasta,Huasta
132,02,10,05,Huayllacayan,Huayllacayan
133,02,11,05,Gorgorillo,La Primavera
134,02,12,05,Mangas,Mangas
135,02,13,05,Pacllon,Pacllon
136,02,14,05,Corpanqui,San Miguel de Corpanqui
137,02,15,05,Ticllos,Ticllos
138,02,00,06,Carhuaz,Carhuaz
139,02,01,06,Carhuaz,Carhuaz
140,02,02,06,Acopampa,Acopampa
141,02,03,06,Amashca,Amashca
142,02,04,06,Anta,Anta
143,02,05,06,Carhuac,Ataquero
144,02,06,06,Marcara,Marcara
145,02,07,06,Pariahuanca,Pariahuanca
146,02,08,06,Aco,San Miguel de Aco
147,02,09,06,Shilla,Shilla
148,02,10,06,Tinco,Tinco
149,02,11,06,Yungar,Yungar
150,02,00,07,San Luis,Carlos Fermin Fitzcarrald
151,02,01,07,San Luis,San Luis
152,02,02,07,San Nicolas,San Nicolas
153,02,03,07,Yauya,Yauya
154,02,00,08,Casma,Casma
155,02,01,08,Casma,Casma
156,02,02,08,Buena Vista Alta,Buena Vista Alta
157,02,03,08,Puerto Casma,Comandante Noel
158,02,04,08,Yautan,Yautan
159,02,00,09,Corongo,Corongo
160,02,01,09,Corongo,Corongo
161,02,02,09,Aco,Aco
162,02,03,09,Bambas,Bambas
163,02,04,09,Cusca,Cusca
164,02,05,09,La Pampa,La Pampa
165,02,06,09,Yanac,Yanac
166,02,07,09,Yupan,Yupan
167,02,00,10,Huari,Huari
168,02,01,10,Huari,Huari
169,02,02,10,Anra,Anra
170,02,03,10,Cajay,Cajay
171,02,04,10,Chavin de Huantar,Chavin de Huantar
172,02,05,10,Huacachi,Huacachi
173,02,06,10,Huacchis,Huacchis
174,02,07,10,Huachis,Huachis
175,02,08,10,Huantar,Huantar
176,02,09,10,Masin,Masin
177,02,10,10,Paucas,Paucas
178,02,11,10,Ponto,Ponto
179,02,12,10,Rahuapampa,Rahuapampa
180,02,13,10,Rapayan,Rapayan
181,02,14,10,San Marcos,San Marcos
182,02,15,10,Chana,San Pedro de Chana
183,02,16,10,Uco,Uco
184,02,00,11,Huarmey,Huarmey
185,02,01,11,Huarmey,Huarmey
186,02,02,11,Cochapeti,Cochapeti
187,02,03,11,La Caleta de Culebras,Culebras
188,02,04,11,Huayan,Huayan
189,02,05,11,Malvas,Malvas
190,02,00,12,Caraz,Huaylas
191,02,01,12,Caraz,Caraz
192,02,02,12,Huallanca,Huallanca
193,02,03,12,Huata,Huata
194,02,04,12,Huaylas,Huaylas
195,02,05,12,Sucre,Mato
196,02,06,12,Pamparomas,Pamparomas
197,02,07,12,Pueblo Libre,Pueblo Libre
198,02,08,12,Huaripampa,Santa Cruz
199,02,09,12,Santo Toribio,Santo Toribio
200,02,10,12,Yuracmarca,Yuracmarca
201,02,00,13,Piscobamba,Mariscal Luzuriaga
202,02,01,13,Piscobamba,Piscobamba
203,02,02,13,Casca,Casca
204,02,03,13,Pampachacra,Eleazar Guzman Barron
205,02,04,13,Sanachgan,Fidel Olivas Escudero
206,02,05,13,Llama,Llama
207,02,06,13,Llumpa,Llumpa
208,02,07,13,Lucma,Lucma
209,02,08,13,Musga,Musga
210,02,00,14,Ocros,Ocros
211,02,01,14,Ocros,Ocros
212,02,02,14,Acas,Acas
213,02,03,14,Cajamarquilla,Cajamarquilla
214,02,04,14,Aco,Carhuapampa
215,02,05,14,Huanchay,Cochas
216,02,06,14,Congas,Congas
217,02,07,14,Llipa,Llipa
218,02,08,14,Rajan,San Cristobal de Rajan
219,02,09,14,Copa,San Pedro
220,02,10,14,Santiago de Chilcas,Santiago de Chilcas
221,02,00,15,Cabana,Pallasca
222,02,01,15,Cabana,Cabana
223,02,02,15,Bolognesi,Bolognesi
224,02,03,15,Conchucos,Conchucos
225,02,04,15,Huacaschuque,Huacaschuque
226,02,05,15,Huandoval,Huandoval
227,02,06,15,Lacabamba,Lacabamba
228,02,07,15,Llapo,Llapo
229,02,08,15,Pallasca,Pallasca
230,02,09,15,Pampas,Pampas
231,02,10,15,Santa Rosa,Santa Rosa
232,02,11,15,Tauca,Tauca
233,02,00,16,Pomabamba,Pomabamba
234,02,01,16,Pomabamba,Pomabamba
235,02,02,16,Huayllan,Huayllan
236,02,03,16,Parobamba,Parobamba
237,02,04,16,Quinuabamba,Quinuabamba
238,02,00,17,Recuay,Recuay
239,02,01,17,Recuay,Recuay
240,02,02,17,Catac,Catac
241,02,03,17,Cotaparaco,Cotaparaco
242,02,04,17,Huayllapampa,Huayllapampa
243,02,05,17,Llacllin,Llacllin
244,02,06,17,Marca,Marca
245,02,07,17,Pampas Chico,Pampas Chico
246,02,08,17,Pararin,Pararin
247,02,09,17,Tapacocha,Tapacocha
248,02,10,17,Ticapampa,Ticapampa
249,02,00,18,Chimbote,Santa
250,02,01,18,Chimbote,Chimbote
251,02,02,18,Jimbe,Caceres del Peru
252,02,03,18,Coishco,Coishco
253,02,04,18,Macate,Macate
254,02,05,18,Moro,Moro
255,02,06,18,Nepeqa,Nepeqa
256,02,07,18,Samanco,Samanco
257,02,08,18,Santa,Santa
258,02,09,18,Buenos Aires,Nuevo Chimbote
259,02,00,19,Sihuas,Sihuas
260,02,01,19,Sihuas,Sihuas
261,02,02,19,Acobamba,Acobamba
262,02,03,19,Ullulluco,Alfonso Ugarte
263,02,04,19,Cashapampa,Cashapampa
264,02,05,19,Chingalpo,Chingalpo
265,02,06,19,Huayllabamba,Huayllabamba
266,02,07,19,Quiches,Quiches
267,02,08,19,Ragash,Ragash
268,02,09,19,Chullin,San Juan
269,02,10,19,Umbe,Sicsibamba
270,02,00,20,Yungay,Yungay
271,02,01,20,Yungay,Yungay
272,02,02,20,Cascapara,Cascapara
273,02,03,20,Mancos,Mancos
274,02,04,20,Matacoto,Matacoto
275,02,05,20,Quillo,Quillo
276,02,06,20,Ranrahirca,Ranrahirca
277,02,07,20,Shupluy,Shupluy
278,02,08,20,Yanama,Yanama
279,03,00,00,Abancay,Apurimac
280,03,00,01,Abancay,Abancay
281,03,01,01,Abancay,Abancay
282,03,02,01,Chacoche,Chacoche
283,03,03,01,Circa,Circa
284,03,04,01,Curahuasi,Curahuasi
285,03,05,01,Huanipaca,Huanipaca
286,03,06,01,Lambrama,Lambrama
287,03,07,01,Pichirhua,Pichirhua
288,03,08,01,Cachora,San Pedro de Cachora
289,03,09,01,Tamburco,Tamburco
290,03,00,02,Andahuaylas,Andahuaylas
291,03,01,02,Andahuaylas,Andahuaylas
292,03,02,02,Andarapa,Andarapa
293,03,03,02,Chiara,Chiara
294,03,04,02,Huancarama,Huancarama
295,03,05,02,Huancaray,Huancaray
296,03,06,02,Huayana,Huayana
297,03,07,02,Kishuara,Kishuara
298,03,08,02,Pacobamba,Pacobamba
299,03,09,02,Pacucha,Pacucha
300,03,10,02,Pampachiri,Pampachiri
301,03,11,02,Pomacocha,Pomacocha
302,03,12,02,San Antonio de Cachi,San Antonio de Cachi
303,03,13,02,San Jeronimo,San Jeronimo
304,03,14,02,Chaccrampa,San Miguel de Chaccrampa
305,03,15,02,Santa Maria de Chicmo,Santa Maria de Chicmo
306,03,16,02,Talavera,Talavera
307,03,17,02,Umamarca,Tumay Huaraca
308,03,18,02,Turpo,Turpo
309,03,19,02,Kaquiabamba,Kaquiabamba
310,03,00,03,Antabamba,Antabamba
311,03,01,03,Antabamba,Antabamba
312,03,02,03,Ayahuay,El Oro
313,03,03,03,Huaquirca,Huaquirca
314,03,04,03,Mollebamba,Juan Espinoza Medrano
315,03,05,03,Oropesa,Oropesa
316,03,06,03,Pachaconas,Pachaconas
317,03,07,03,Sabaino,Sabaino
318,03,00,04,Chalhuanca,Aymaraes
319,03,01,04,Chalhuanca,Chalhuanca
320,03,02,04,Capaya,Capaya
321,03,03,04,Caraybamba,Caraybamba
322,03,04,04,Chapimarca,Chapimarca
323,03,05,04,Colcabamba,Colcabamba
324,03,06,04,Cotaruse,Cotaruse
325,03,07,04,Huayllo,Huayllo
326,03,08,04,Pichihua,Justo Apu Sahuaraura
327,03,09,04,Lucre,Lucre
328,03,10,04,Pocohuanca,Pocohuanca
329,03,11,04,San Juan de Chacqa,San Juan de Chacqa
330,03,12,04,Saqayca,Saqayca
331,03,13,04,Soraya,Soraya
332,03,14,04,Tapairihua,Tapairihua
333,03,15,04,Tintay,Tintay
334,03,16,04,Toraya,Toraya
335,03,17,04,Yanaca,Yanaca
336,03,00,05,Tambobamba,Cotabambas
337,03,01,05,Tambobamba,Tambobamba
338,03,02,05,Cotabambas,Cotabambas
339,03,03,05,Coyllurqui,Coyllurqui
340,03,04,05,Haquira,Haquira
341,03,05,05,Mara,Mara
342,03,06,05,Challhuahuacho,Challhuahuacho
343,03,00,06,Chincheros,Chincheros
344,03,01,06,Chincheros,Chincheros
345,03,02,06,Uripa,Anco-Huallo
346,03,03,06,Cocharcas,Cocharcas
347,03,04,06,Huaccana,Huaccana
348,03,05,06,Ocobamba,Ocobamba
349,03,06,06,Ongoy,Ongoy
350,03,07,06,Uranmarca,Uranmarca
351,03,08,06,Ranracancha,Ranracancha
352,03,00,07,Chuquibambilla,Grau
353,03,01,07,Chuquibambilla,Chuquibambilla
354,03,02,07,Curpahuasi,Curpahuasi
355,03,03,07,Palpacachi,Gamarra
356,03,04,07,Huayllati,Huayllati
357,03,05,07,Mamara,Mamara
358,03,06,07,Ayrihuanca,Micaela Bastidas
359,03,07,07,Pataypampa,Pataypampa
360,03,08,07,Progreso,Progreso
361,03,09,07,San Antonio,San Antonio
362,03,10,07,Santa Rosa,Santa Rosa
363,03,11,07,Turpay,Turpay
364,03,12,07,Vilcabamba,Vilcabamba
365,03,13,07,San Juan de Virundo,Virundo
366,03,14,07,Curasco,Curasco
367,04,00,00,Arequipa,Arequipa
368,04,00,01,Arequipa,Arequipa
369,04,01,01,Arequipa,Arequipa
370,04,02,01,Selva Alegre,Alto Selva Alegre
371,04,03,01,Cayma,Cayma
372,04,04,01,La Libertad,Cerro Colorado
373,04,05,01,Characato,Characato
374,04,06,01,Chiguata,Chiguata
375,04,07,01,Jacobo Hunter,Jacobo Hunter
376,04,08,01,La Joya,La Joya
377,04,09,01,Mariano Melgar,Mariano Melgar
378,04,10,01,Miraflores,Miraflores
379,04,11,01,Mollebaya,Mollebaya
380,04,12,01,Paucarpata,Paucarpata
381,04,13,01,Pocsi,Pocsi
382,04,14,01,Polobaya Grande,Polobaya
383,04,15,01,Quequeqa,Quequeqa
384,04,16,01,Sabandia,Sabandia
385,04,17,01,Sachaca,Sachaca
386,04,18,01,San Juan de Siguas,San Juan de Siguas
387,04,19,01,Tarucani,San Juan de Tarucani
388,04,20,01,Santa Isabel de Siguas,Santa Isabel de Siguas
389,04,21,01,Santa Rita de Siguas,Santa Rita de Siguas
390,04,22,01,Socabaya,Socabaya
391,04,23,01,Tiabaya,Tiabaya
392,04,24,01,Uchumayo,Uchumayo
393,04,25,01,Vitor,Vitor
394,04,26,01,Yanahuara,Yanahuara
395,04,27,01,Yarabamba,Yarabamba
396,04,28,01,Yura,Yura
397,04,29,01,Ciudad Satelite,Jose Luis Bustamante y Rivero
398,04,00,02,Camana,Camana
399,04,01,02,Camana,Camana
400,04,02,02,El Cardo,Jose Maria Quimper
401,04,03,02,Urasqui,Mariano Nicolas Valcarcel
402,04,04,02,San Jose,Mariscal Caceres
403,04,05,02,San Gregorio,Nicolas de Pierola
404,04,06,02,Ocoqa,Ocoqa
405,04,07,02,Quilca,Quilca
406,04,08,02,La Pampa,Samuel Pastor
407,04,00,03,Caraveli,Caraveli
408,04,01,03,Caraveli,Caraveli
409,04,02,03,Acari,Acari
410,04,03,03,Atico,Atico
411,04,04,03,Atiquipa,Atiquipa
412,04,05,03,Bella Union,Bella Union
413,04,06,03,Cahuacho,Cahuacho
414,04,07,03,Chala,Chala
415,04,08,03,Achanizo,Chaparra
416,04,09,03,Tocota,Huanuhuanu
417,04,10,03,Jaqui,Jaqui
418,04,11,03,Lomas,Lomas
419,04,12,03,Quicacha,Quicacha
420,04,13,03,Yauca,Yauca
421,04,00,04,Aplao,Castilla
422,04,01,04,Aplao,Aplao
423,04,02,04,Andagua,Andagua
424,04,03,04,Ayo,Ayo
425,04,04,04,Chachas,Chachas
426,04,05,04,Chilcaymarca,Chilcaymarca
427,04,06,04,Choco,Choco
428,04,07,04,Huancarqui,Huancarqui
429,04,08,04,Machaguay,Machaguay
430,04,09,04,Orcopampa,Orcopampa
431,04,10,04,Pampacolca,Pampacolca
432,04,11,04,Tipan,Tipan
433,04,12,04,Uqon,Uqon
434,04,13,04,Corire,Uraca
435,04,14,04,Viraco,Viraco
436,04,19,04,Yanque,Yanque
437,04,20,04,Majes,Majes
438,04,00,05,Chivay,Caylloma
439,04,01,05,Chivay,Chivay
440,04,02,05,Achoma,Achoma
